Type,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,RescuerID,VideoAmt,PhotoAmt,description_wordcount
1,3,307,0,2,1,0,0,2,2,1,1,2,1,1,0,41327,4326,0,3.0,16
2,6,285,264,2,3,6,7,1,3,1,1,2,1,2,750,41401,743,0,4.0,72
2,24,265,264,2,1,4,7,2,3,3,3,3,1,6,0,41326,829,0,4.0,5
1,2,307,0,2,1,5,0,2,1,1,1,2,1,1,0,41401,2983,0,5.0,83
1,5,307,0,2,2,5,7,2,1,1,1,2,1,2,0,41326,3764,0,3.0,73
1,12,307,0,3,2,0,0,2,2,3,3,3,1,4,0,41401,5186,0,7.0,366
2,3,283,0,3,1,2,6,2,1,2,2,2,1,3,0,41326,2801,0,7.0,109
1,1,307,307,3,1,3,7,2,1,2,2,3,1,4,0,41326,4581,0,1.0,8
2,2,265,0,2,1,4,7,2,2,2,2,2,1,1,100,41326,3314,0,4.0,46
1,1,307,0,1,1,2,0,2,1,2,2,2,1,2,0,41332,4923,0,5.0,12
2,1,266,0,3,4,6,7,2,1,2,2,2,1,3,0,41326,274,0,5.0,217
1,4,307,307,1,5,7,0,2,1,1,1,2,1,1,0,41401,4278,0,5.0,84
2,5,266,266,2,1,2,7,2,1,1,1,2,1,1,0,41332,3012,0,2.0,14
1,1,307,307,1,2,0,0,2,1,2,2,1,1,1,0,41326,439,0,2.0,13
2,2,266,0,2,6,7,0,2,1,2,1,2,1,1,0,41332,4261,1,7.0,39
1,6,307,0,1,2,0,0,2,2,3,3,3,1,1,0,41401,3189,0,1.0,7
2,2,283,0,2,1,6,7,1,1,2,1,3,1,1,50,41401,3363,0,2.0,23
1,24,205,307,1,1,7,0,1,2,3,3,3,1,1,0,41401,875,0,3.0,100
2,15,266,0,2,7,0,0,2,1,1,1,1,1,1,0,41326,3439,0,5.0,34
1,12,307,0,1,1,0,0,2,1,2,1,1,1,1,0,41336,1125,0,4.0,66
2,5,265,0,1,3,7,0,3,2,3,1,2,1,1,0,41332,1257,0,1.0,78
1,1,307,307,1,2,7,0,3,1,2,2,2,2,2,0,41326,4883,0,5.0,78
2,12,266,0,2,1,5,7,1,1,3,3,3,1,1,0,41326,2217,0,2.0,5
1,1,307,307,2,1,2,0,2,2,2,2,2,1,1,0,41326,4007,0,1.0,2
1,36,195,0,2,6,7,0,2,2,1,1,2,1,1,0,41326,2998,0,1.0,39
1,1,307,0,1,2,0,0,2,2,2,1,2,1,1,38,41326,494,0,17.0,57
1,10,213,178,1,3,5,0,2,3,1,1,2,1,1,0,41326,3764,0,9.0,89
1,2,307,307,2,2,0,0,2,1,1,1,2,1,1,0,41326,5451,0,3.0,30
1,84,69,0,2,1,6,7,2,3,1,1,2,1,1,0,41326,4818,0,4.0,58
1,2,307,0,2,2,7,0,2,1,1,1,2,1,1,30,41401,4063,0,1.0,23
1,3,307,307,3,1,7,0,2,1,2,2,2,1,3,0,41326,3428,0,3.0,2
1,4,307,0,1,1,2,0,2,1,1,1,2,1,1,0,41332,1137,0,3.0,109
2,2,265,0,3,1,5,7,2,2,2,2,2,1,2,0,41326,4458,0,1.0,11
2,1,299,266,1,3,0,0,1,1,2,2,2,1,3,0,41401,1088,0,1.0,97
2,1,266,0,2,1,6,7,1,1,2,1,2,1,1,0,41401,1285,0,1.0,2
2,15,265,0,3,1,3,7,2,2,2,3,3,1,2,0,41326,953,0,9.0,32
1,12,217,0,2,1,0,0,1,2,1,1,1,1,1,0,41335,938,0,1.0,151
2,30,283,0,2,5,6,7,2,2,2,2,1,1,1,0,41326,22,0,4.0,86
1,7,307,0,2,5,0,0,2,1,1,1,1,1,1,0,41327,692,0,1.0,40
1,11,20,307,2,1,2,7,2,1,2,2,2,1,1,0,41326,3177,0,2.0,39
1,10,307,0,2,2,0,0,2,1,1,1,1,1,1,0,41326,455,0,8.0,63
1,1,307,0,2,1,2,7,2,1,2,2,2,1,6,0,41326,2149,0,5.0,9
1,3,307,307,2,1,7,0,2,1,2,2,3,1,2,0,41326,2081,0,2.0,17
1,120,141,0,2,5,0,0,3,1,1,2,1,2,1,0,41401,3465,0,0.0,2
2,4,266,0,3,3,6,0,3,1,2,2,2,1,3,0,41326,3590,0,2.0,50
2,3,266,0,1,1,7,0,1,1,2,1,2,1,1,0,41401,2450,1,2.0,25
1,2,307,0,2,5,7,0,2,1,2,2,2,1,1,0,41401,156,1,5.0,27
1,84,19,0,2,2,7,0,2,1,1,1,1,1,1,0,41332,4646,0,21.0,178
1,84,187,187,1,1,0,0,3,3,1,1,2,1,1,0,41401,2672,0,4.0,51
2,20,292,264,3,1,2,4,2,3,1,1,2,1,5,0,41326,433,0,1.0,63
1,1,307,0,1,2,7,0,2,2,1,1,2,1,1,0,41330,1962,0,1.0,42
1,4,152,117,2,1,0,0,2,1,2,1,2,1,1,0,41326,3764,0,5.0,40
1,6,307,0,1,1,7,0,2,2,1,1,3,1,1,0,41401,5186,0,1.0,12
2,5,266,0,1,4,7,0,1,1,2,2,2,1,1,0,41326,4955,0,4.0,71
2,1,266,0,1,1,7,0,1,1,2,2,2,1,1,0,41326,4234,0,4.0,68
2,3,243,0,3,6,0,0,2,2,2,2,2,1,3,0,41401,325,0,1.0,83
2,7,266,0,3,1,7,0,3,1,1,1,1,1,3,0,41326,2753,0,11.0,80
1,25,75,0,2,2,0,0,1,1,1,1,2,2,1,0,41327,3735,0,5.0,65
2,2,266,0,1,1,0,0,2,1,1,1,2,1,1,0,41326,4110,0,3.0,10
1,2,307,307,3,1,2,7,2,2,2,2,2,1,5,0,41332,4315,0,2.0,51
1,24,307,218,1,2,0,0,2,2,3,1,2,1,1,0,41325,2060,0,2.0,62
2,4,266,292,2,7,0,0,1,1,2,2,2,1,1,0,41401,1291,0,2.0,19
1,6,307,141,2,2,0,0,2,1,2,2,2,1,1,100,41342,4345,0,1.0,68
2,2,266,0,3,3,7,0,1,1,2,2,2,1,3,0,41401,1227,0,13.0,54
1,8,307,0,2,1,0,0,2,1,1,1,2,1,1,0,41330,2949,1,9.0,118
2,2,286,299,3,1,4,6,2,1,2,1,2,1,2,50,41401,240,0,4.0,24
2,21,265,0,3,1,2,7,2,1,1,1,2,1,8,0,41326,1848,0,5.0,24
2,5,265,0,1,3,5,0,2,2,2,1,2,1,1,0,41330,1040,0,1.0,25
1,12,109,0,1,3,0,0,3,2,3,3,2,1,1,0,41326,4392,0,2.0,68
2,7,266,0,2,3,4,7,2,1,3,3,3,1,1,0,41401,517,0,1.0,77
1,6,141,307,1,2,0,0,2,1,3,1,1,1,1,8,41326,4852,0,3.0,87
2,2,265,0,3,3,4,0,1,2,2,2,2,1,3,0,41326,2293,1,5.0,68
1,2,307,307,2,2,4,0,2,2,2,2,2,1,1,0,41326,3662,0,1.0,78
2,4,252,0,2,4,5,7,2,1,2,2,2,1,2,0,41326,3630,0,1.0,30
1,42,307,0,2,1,2,0,2,3,1,1,1,1,1,0,41330,1877,0,2.0,94
2,7,266,266,2,7,0,0,2,1,1,1,1,1,1,0,41401,5397,0,3.0,5
2,5,266,0,2,2,3,0,1,2,1,1,2,1,1,0,41401,3194,0,3.0,63
2,1,265,0,1,4,5,0,2,2,2,2,2,1,1,0,41326,4397,0,9.0,50
2,12,283,0,2,6,7,0,3,2,1,1,1,1,1,0,41401,1578,0,5.0,58
2,4,266,0,1,6,0,0,2,1,1,1,2,1,1,0,41401,2371,0,2.0,4
1,108,205,0,2,2,7,0,1,2,3,1,3,2,1,0,41326,1258,0,2.0,141
2,3,264,0,2,1,2,0,2,3,2,2,2,1,1,100,41326,5284,0,3.0,14
1,3,307,0,2,1,2,0,2,1,1,1,2,1,1,0,41326,5189,0,1.0,59
1,2,307,0,2,1,2,0,1,1,2,1,3,1,1,0,41326,1727,0,2.0,56
1,2,307,0,2,2,0,0,1,1,3,3,3,1,2,0,41401,3524,0,1.0,27
2,1,266,0,3,1,4,7,1,1,2,2,2,1,3,0,41401,5548,0,3.0,48
2,48,266,0,3,1,7,0,2,1,2,2,2,1,5,0,41326,4566,0,4.0,8
1,1,307,0,2,1,7,0,2,1,2,1,2,1,1,0,41326,3064,0,3.0,16
1,17,76,307,2,1,7,0,2,1,1,1,1,1,1,0,41401,4233,0,7.0,60
1,20,307,0,2,3,5,7,2,2,1,1,1,1,1,0,41325,2169,0,2.0,153
1,5,307,0,1,3,0,0,2,1,1,1,2,1,1,0,41326,4784,0,2.0,65
1,2,307,0,1,2,0,0,2,2,1,1,2,1,1,0,41326,4458,0,2.0,7
1,1,307,0,1,1,2,3,2,1,2,2,3,1,6,1,41401,577,0,4.0,5
1,12,307,307,2,5,7,0,2,1,3,3,3,1,1,0,41332,1355,0,5.0,9
1,1,307,0,1,1,2,0,2,1,2,2,2,1,3,0,41401,4049,0,4.0,14
1,96,72,178,2,2,7,0,1,2,3,3,3,1,1,0,41327,2835,0,1.0,45
1,12,307,0,1,4,0,0,2,1,1,1,1,1,1,300,41326,919,0,3.0,53
1,18,20,20,1,1,2,4,2,1,1,1,1,1,1,0,41336,4841,0,2.0,13
1,1,307,307,2,1,4,7,2,1,2,2,2,1,1,0,41326,3071,0,1.0,39
1,15,307,307,2,7,0,0,2,1,1,1,1,1,1,0,41326,1926,0,1.0,69
2,2,266,0,1,3,7,0,2,1,2,2,2,1,1,0,41326,2922,0,5.0,13
1,1,307,0,3,1,2,4,1,1,2,2,2,1,17,0,41326,2792,0,3.0,96
2,12,266,0,2,2,7,0,1,1,1,1,1,1,1,0,41401,4233,0,5.0,26
1,4,307,0,1,1,2,7,2,1,2,2,2,1,1,0,41401,4049,0,1.0,11
1,8,307,0,1,1,0,0,2,1,2,2,2,1,1,0,41336,2686,0,2.0,52
1,2,307,78,3,1,2,7,2,1,1,1,2,1,2,200,41326,919,0,2.0,45
1,4,307,307,2,2,0,0,2,1,1,1,1,1,1,0,41326,4811,0,3.0,14
2,1,264,0,1,3,4,5,2,1,2,2,2,2,1,0,41326,312,0,3.0,42
1,1,307,0,2,1,5,7,2,1,2,2,2,1,6,0,41326,1418,0,1.0,5
2,2,266,0,3,1,4,0,2,1,2,2,2,1,5,0,41401,2087,0,1.0,50
1,2,307,0,2,2,7,0,2,1,1,1,2,1,1,0,41327,692,0,1.0,42
1,53,307,307,1,7,0,0,2,2,1,3,3,1,1,0,41326,4341,0,1.0,24
2,3,264,266,3,4,5,7,2,2,2,2,2,1,4,0,41401,3285,0,5.0,22
2,12,265,0,2,2,5,7,2,2,1,1,3,1,1,0,41326,5216,0,2.0,81
2,120,264,266,2,1,2,7,3,3,3,3,3,1,2,50,41401,1149,0,1.0,30
1,2,307,0,1,2,0,0,2,1,1,1,2,1,1,0,41326,842,0,6.0,67
2,5,304,0,1,7,0,0,2,2,2,2,2,1,1,0,41401,2968,0,1.0,5
2,7,266,0,2,1,2,4,2,1,1,1,2,1,1,0,41401,163,0,4.0,78
1,1,307,0,1,1,0,0,3,1,1,1,2,1,1,0,41326,3706,0,1.0,22
1,48,152,307,2,1,2,0,1,1,1,1,3,1,1,0,41326,1429,0,5.0,302
2,12,265,0,2,1,2,7,2,2,3,3,2,1,2,0,41401,2582,0,8.0,134
1,2,307,0,2,1,7,0,2,1,2,1,2,1,1,5,41327,5513,0,1.0,24
2,1,266,0,2,1,2,0,2,1,2,2,2,1,1,0,41401,667,0,1.0,20
1,2,307,0,2,1,2,7,2,1,1,1,2,1,4,0,41326,3177,0,7.0,48
1,9,307,307,1,2,5,0,2,1,2,1,2,1,1,0,41326,3533,0,2.0,22
1,1,15,307,2,1,7,0,2,1,2,2,2,1,1,0,41335,4622,0,3.0,35
1,6,307,0,2,2,0,0,3,1,1,1,1,1,2,0,41326,1327,0,6.0,54
2,7,266,0,2,6,7,0,2,1,2,2,3,1,2,0,41326,4322,0,3.0,44
1,3,307,0,1,2,0,0,2,1,2,2,2,1,1,0,41326,2180,0,1.0,41
1,1,307,0,3,2,6,7,2,1,2,2,2,1,6,0,41326,4414,0,0.0,125
1,4,307,0,2,1,2,7,2,1,2,1,3,1,1,0,41326,2365,0,2.0,32
1,12,69,0,1,2,5,0,2,2,3,3,3,1,1,0,41326,4700,0,1.0,61
1,2,307,0,1,7,0,0,2,1,1,1,2,1,1,0,41330,1586,0,4.0,104
1,84,307,0,2,1,0,0,2,2,1,1,1,1,1,0,41326,1639,0,1.0,8
2,3,266,0,2,4,0,0,1,1,3,3,3,1,1,0,41401,3429,0,3.0,11
1,3,307,0,3,1,4,0,2,2,2,2,2,1,2,0,41401,1265,0,2.0,30
1,29,307,0,1,2,7,0,2,1,1,1,1,1,1,0,41326,4352,0,1.0,137
2,2,266,0,2,1,2,7,1,2,2,2,2,1,1,0,41326,168,0,1.0,20
2,12,265,0,2,7,0,0,2,2,2,1,1,1,1,0,41326,2247,0,14.0,24
1,8,307,0,2,5,0,0,2,2,1,1,1,1,1,150,41326,1883,1,2.0,19
1,8,128,0,1,1,2,7,1,1,1,1,1,1,1,0,41401,4233,0,6.0,32
2,4,266,0,2,1,2,4,1,1,1,1,2,1,2,0,41326,3337,0,8.0,94
2,2,266,0,1,1,2,7,2,1,2,2,2,1,1,0,41401,5037,0,3.0,47
2,3,266,265,1,1,2,6,2,2,2,2,2,1,1,0,41332,4357,0,3.0,91
1,24,94,0,1,2,0,0,3,3,1,1,2,1,1,0,41336,117,0,1.0,21
2,3,266,0,3,1,6,7,2,1,1,1,2,1,3,0,41326,5504,0,9.0,56
2,3,266,0,2,1,4,7,2,1,1,1,3,1,1,0,41401,4329,0,5.0,64
1,2,307,78,2,1,5,0,2,1,2,1,2,1,1,0,41326,2004,0,5.0,35
2,1,266,265,1,6,7,0,2,2,2,2,2,1,1,50,41326,831,0,5.0,99
2,3,266,0,1,1,0,0,2,1,2,1,2,1,1,0,41401,3431,0,20.0,12
1,1,307,0,2,1,2,7,2,1,2,2,2,1,5,10,41401,2962,0,5.0,65
1,1,213,307,3,1,2,7,2,2,2,1,2,1,2,0,41326,3533,0,13.0,131
1,36,213,39,2,1,2,7,3,2,1,1,1,1,1,0,41326,3764,0,14.0,63
2,14,265,0,1,1,5,7,3,2,2,2,2,1,1,0,41401,4152,0,5.0,54
2,5,266,0,2,5,0,0,2,1,1,1,1,1,1,0,41326,4756,0,3.0,53
1,1,307,0,2,2,7,0,2,2,2,2,2,1,1,0,41327,1130,0,3.0,15
2,48,264,285,1,7,0,0,3,3,1,1,1,1,1,300,41326,5,0,3.0,28
2,1,265,0,2,1,2,5,2,2,2,2,2,1,2,0,41326,3764,0,16.0,69
2,12,265,0,2,1,7,0,2,2,1,1,1,1,1,150,41326,5,0,1.0,19
1,30,195,0,2,6,7,0,1,2,1,1,2,1,1,0,41401,875,0,4.0,129
2,9,266,0,1,1,0,0,2,2,1,1,2,1,1,0,41401,3103,0,5.0,54
2,2,265,0,3,3,4,0,2,2,2,2,2,1,3,0,41326,4458,0,4.0,16
2,9,266,266,1,3,0,0,2,2,2,1,1,1,1,30,41326,2477,0,4.0,21
2,3,292,0,2,2,7,0,2,2,1,1,2,2,1,20,41326,3469,0,2.0,3
1,3,307,129,2,2,7,0,2,1,2,1,2,1,1,0,41401,196,0,10.0,91
2,2,266,0,1,3,0,0,2,1,2,2,2,1,1,50,41326,1530,0,4.0,108
1,1,307,218,2,1,2,7,2,1,2,2,2,1,1,0,41326,3764,0,3.0,51
2,1,266,0,3,1,4,7,2,1,2,2,2,1,7,0,41332,4261,0,3.0,9
1,12,307,0,1,1,2,0,3,1,1,1,2,1,1,0,41326,3490,0,2.0,35
1,2,307,307,1,2,0,0,2,1,1,2,2,1,2,0,41326,2153,0,0.0,40
1,12,307,0,3,1,2,7,2,1,2,3,2,1,3,0,41326,3106,0,3.0,33
1,2,307,0,2,6,0,0,2,2,2,2,2,1,1,0,41326,13,0,5.0,15
1,1,307,26,2,1,2,0,3,2,1,1,2,1,1,0,41326,5451,0,4.0,53
2,1,266,0,1,1,5,6,1,1,2,2,2,1,1,0,41401,3149,0,5.0,110
1,19,307,0,1,3,7,0,3,1,1,1,2,1,1,0,41326,2337,0,5.0,70
1,1,307,0,3,1,2,7,2,1,3,3,2,1,8,0,41326,5451,0,8.0,19
2,1,266,0,2,1,7,0,2,1,2,2,2,1,1,0,41401,1404,0,1.0,8
2,4,266,0,3,1,5,0,2,1,2,2,2,1,2,300,41326,602,1,5.0,37
2,1,266,0,2,1,7,0,2,1,2,2,2,1,1,0,41401,1404,0,1.0,8
1,36,307,0,2,2,3,4,2,1,3,3,3,1,1,0,41401,943,0,2.0,29
2,2,266,0,1,5,7,0,2,1,2,1,2,1,1,0,41332,4261,2,4.0,118
2,18,266,292,2,2,7,0,3,1,2,1,2,1,1,0,41401,2420,0,4.0,3
1,1,307,0,1,2,3,0,2,1,2,2,2,1,1,0,41326,3106,0,1.0,106
2,1,266,0,1,1,6,7,2,1,2,2,2,1,1,0,41332,2872,0,2.0,49
1,1,307,0,2,1,2,0,2,1,2,1,2,1,1,0,41326,3064,0,8.0,70
2,2,266,299,2,6,7,0,1,1,2,1,2,1,1,0,41326,5329,0,13.0,96
1,84,72,0,1,5,0,0,2,2,3,1,3,1,1,0,41401,4623,0,3.0,50
2,27,265,0,1,5,0,0,3,2,1,2,3,1,1,0,41332,36,0,2.0,44
2,2,266,0,2,1,2,4,1,1,2,2,2,1,1,0,41326,3439,0,13.0,55
2,6,266,0,1,6,0,0,2,2,1,3,1,1,1,0,41326,5392,0,1.0,42
2,8,283,0,1,3,7,0,2,1,1,1,2,1,1,50,41326,1822,0,5.0,67
2,4,299,0,1,4,7,0,1,2,1,1,2,1,1,0,41401,2858,0,7.0,62
2,1,266,0,2,1,6,7,2,1,1,1,2,1,1,0,41326,5033,0,5.0,132
1,72,20,20,2,1,2,5,2,1,1,1,1,1,1,0,41332,3012,0,0.0,4
1,1,307,307,2,4,0,0,1,1,2,2,1,1,1,0,41401,759,0,2.0,47
1,4,307,0,3,1,2,5,1,2,2,2,2,1,6,0,41326,1574,0,1.0,31
1,5,213,307,1,1,2,7,2,2,2,1,2,1,1,0,41326,3764,0,2.0,63
2,84,266,0,1,3,0,0,3,1,1,1,1,1,1,0,41401,4162,0,5.0,0
2,0,266,0,3,1,3,7,1,1,2,2,2,1,2,0,41326,1082,0,8.0,33
1,8,307,0,2,1,7,0,2,2,1,1,1,1,1,0,41326,1157,0,2.0,112
2,6,266,0,2,7,0,0,1,1,1,1,1,1,1,0,41327,692,0,1.0,35
1,2,307,0,2,1,2,0,2,2,2,1,2,1,1,1,41330,5268,0,2.0,62
2,92,276,0,2,1,2,7,2,3,1,2,1,1,1,50,41401,2852,0,3.0,21
2,4,265,0,3,6,7,0,1,2,2,2,2,1,2,40,41326,1976,0,1.0,16
1,1,307,0,2,2,0,0,2,1,2,2,2,1,1,0,41326,586,0,1.0,21
2,1,265,0,3,2,3,6,2,2,2,2,2,1,4,0,41326,3450,0,5.0,177
2,3,265,0,1,4,5,7,2,2,3,1,3,1,1,0,41401,3180,0,1.0,55
1,3,307,0,1,5,0,0,3,1,3,3,3,2,1,0,41401,3214,0,6.0,130
1,2,307,0,2,2,7,0,2,1,1,1,2,1,1,0,41326,3533,0,8.0,57
2,1,266,251,3,1,2,6,1,1,2,2,2,1,3,0,41326,1871,0,5.0,39
1,2,141,307,1,3,7,0,2,1,2,1,2,1,1,0,41326,1041,0,2.0,21
1,2,307,0,3,1,2,7,2,1,2,2,2,1,7,0,41327,2835,0,15.0,13
1,2,307,307,2,2,7,0,2,2,2,1,2,1,1,0,41326,5145,0,1.0,2
2,2,266,0,1,3,7,0,2,2,2,2,2,1,1,0,41326,5460,0,2.0,34
1,24,307,0,2,1,2,0,2,2,1,1,1,1,1,0,41401,5186,0,2.0,91
2,3,266,0,1,2,0,0,2,1,2,1,2,1,1,0,41401,3522,0,8.0,85
1,60,82,0,2,2,7,0,2,1,3,1,2,1,1,350,41326,650,0,4.0,62
1,1,307,0,2,1,2,0,2,1,2,2,2,1,3,0,41326,613,0,7.0,37
2,3,266,0,2,1,7,0,1,1,1,1,2,1,1,0,41401,4233,0,3.0,2
1,1,307,0,1,1,7,0,2,2,2,2,2,1,1,0,41326,3293,0,2.0,74
1,1,307,0,2,1,2,4,3,2,2,2,2,1,7,0,41326,4139,0,1.0,3
2,2,265,0,2,5,0,0,1,2,2,1,2,1,1,0,41326,3533,0,1.0,31
2,12,292,265,2,1,6,7,2,2,1,1,1,1,1,0,41326,650,0,9.0,86
1,36,147,0,2,7,0,0,1,1,1,1,1,1,1,200,41326,4142,0,4.0,145
1,36,20,0,2,1,2,7,2,1,1,1,3,1,1,0,41401,5151,0,1.0,120
2,2,266,0,1,4,0,0,1,1,2,2,2,1,1,0,41326,1998,0,3.0,229
1,2,307,307,3,1,2,7,2,2,2,2,2,1,3,50,41326,176,0,9.0,40
2,3,266,0,1,2,5,0,1,1,2,1,2,1,1,0,41401,4695,0,3.0,21
1,2,152,307,1,1,2,0,1,1,2,1,2,1,1,0,41401,4233,0,5.0,72
1,12,307,0,1,2,7,0,2,1,1,1,1,1,1,0,41326,2217,0,1.0,11
2,2,277,0,2,1,7,0,2,1,2,1,2,1,1,0,41327,1862,0,7.0,143
2,1,266,0,2,4,7,0,2,1,2,1,2,1,1,0,41401,4049,0,3.0,8
1,1,307,0,3,1,2,7,3,2,2,1,2,1,12,0,41326,4460,0,5.0,561
2,21,266,0,1,1,2,6,1,1,1,1,1,1,1,0,41401,921,0,2.0,36
1,3,307,0,2,1,7,0,2,1,2,2,2,1,1,0,41324,2870,0,3.0,58
1,1,307,307,2,1,0,0,2,2,1,1,2,1,1,0,41326,999,0,4.0,33
2,5,265,0,1,4,7,0,2,2,2,2,2,1,1,0,41401,1162,0,5.0,74
1,48,60,0,2,3,6,7,1,1,1,1,1,1,1,50,41327,1697,0,5.0,167
2,5,266,0,1,2,6,0,3,1,1,1,2,1,1,100,41326,881,0,5.0,45
2,1,266,0,1,1,6,7,2,1,2,1,2,1,1,0,41326,5033,0,3.0,79
1,72,307,0,1,3,0,0,2,2,1,1,1,1,1,0,41326,531,0,2.0,12
2,2,266,0,1,2,6,7,2,1,2,1,2,1,2,0,41326,294,0,3.0,61
1,3,307,0,2,1,2,0,1,2,1,1,2,1,1,400,41326,2362,0,1.0,26
1,12,307,0,1,7,0,0,2,1,1,1,1,1,1,0,41326,2217,0,5.0,12
2,3,243,0,2,1,7,0,2,1,2,1,2,1,1,0,41326,4915,0,2.0,10
1,5,307,307,3,1,2,7,2,1,2,2,3,1,2,0,41326,923,0,2.0,35
1,2,307,0,1,1,2,0,2,1,1,1,2,1,1,0,41326,1258,0,4.0,83
2,3,266,0,1,6,7,0,2,1,3,3,3,1,1,0,41326,241,0,8.0,69
1,12,307,0,2,2,0,0,2,1,1,1,1,1,1,100,41401,1715,0,4.0,107
1,24,189,0,2,1,2,0,4,1,1,1,1,1,1,0,41326,5451,0,2.0,55
2,24,266,0,3,1,7,0,2,1,1,1,1,1,15,0,41325,3245,0,3.0,47
1,2,152,307,1,1,2,0,1,1,3,1,2,1,1,0,41401,4233,0,6.0,74
1,5,307,213,1,1,2,7,2,2,1,1,2,1,1,0,41330,576,0,5.0,133
1,2,307,0,1,2,5,6,2,3,1,1,2,1,1,0,41326,4818,0,1.0,49
1,5,307,307,1,4,0,0,3,1,1,1,1,1,1,50,41332,5414,0,2.0,92
2,1,265,0,2,1,7,0,2,2,2,1,2,1,1,0,41401,2827,0,2.0,80
1,2,103,307,1,2,0,0,2,1,1,1,1,1,1,0,41336,258,0,0.0,50
2,1,266,0,2,2,7,0,3,1,2,1,2,1,1,0,41326,1217,0,3.0,35
1,12,39,307,2,1,7,0,2,2,1,1,1,1,1,0,41332,3012,0,2.0,27
1,12,307,117,1,1,6,7,2,2,1,1,3,1,1,0,41401,5186,0,2.0,53
1,1,307,0,2,1,0,0,2,1,2,2,2,1,1,0,41326,5054,0,1.0,11
1,2,307,0,1,1,2,7,2,1,1,1,2,1,1,0,41401,4233,0,2.0,25
1,36,307,0,1,3,5,0,2,3,1,1,1,1,1,0,41326,1014,0,4.0,51
1,3,26,307,1,1,2,7,2,1,1,1,3,1,1,0,41326,705,0,2.0,46
2,2,266,0,2,1,7,0,1,1,1,1,2,1,1,0,41401,3182,0,10.0,92
2,3,266,0,1,1,0,0,2,1,1,1,2,1,4,0,41401,4214,1,4.0,128
1,36,109,109,2,3,0,0,3,3,2,1,2,2,1,0,41401,2672,0,5.0,185
1,2,307,0,2,1,2,0,2,1,3,3,2,1,1,0,41326,5451,0,1.0,13
2,1,266,0,2,2,5,7,2,2,2,2,2,1,1,0,41326,2742,0,6.0,68
2,1,266,0,2,2,0,0,1,1,2,1,2,1,6,0,41326,1217,0,1.0,20
2,7,288,266,2,7,0,0,2,1,2,1,2,1,1,150,41401,2579,0,2.0,49
1,4,307,0,1,2,7,0,2,1,1,1,2,1,1,0,41327,2835,0,1.0,84
2,5,266,266,2,2,6,7,1,1,1,1,2,1,1,0,41326,4165,0,5.0,125
1,1,307,307,3,2,4,0,3,1,2,2,2,1,3,0,41401,4752,0,5.0,8
1,1,307,0,2,1,2,7,2,1,2,2,2,1,1,0,41401,403,0,1.0,35
1,4,307,0,2,2,0,0,3,2,3,3,2,1,1,0,41326,4203,0,2.0,171
2,8,265,0,2,4,5,7,2,2,2,1,2,1,1,20,41401,3610,0,4.0,94
2,5,266,0,1,1,2,0,1,1,1,1,2,1,2,0,41401,3103,0,10.0,68
1,24,307,0,1,2,7,0,2,2,1,1,1,1,1,50,41327,4052,0,5.0,60
2,2,266,0,2,1,2,6,1,1,2,1,2,1,1,0,41326,2223,0,6.0,62
1,36,179,307,1,7,0,0,2,3,3,3,2,1,1,0,41401,4233,0,1.0,76
1,1,307,307,3,1,2,3,3,1,1,1,2,1,7,0,41326,1327,5,30.0,53
2,1,265,266,1,1,6,0,2,2,2,2,2,1,1,50,41326,1530,0,3.0,160
2,4,265,0,2,5,0,0,2,2,3,3,3,1,1,0,41401,3714,1,4.0,38
2,1,266,266,2,1,4,7,2,1,2,2,2,1,2,0,41327,1797,0,3.0,25
2,7,285,248,1,1,7,0,2,3,2,1,2,1,1,350,41326,1609,1,5.0,131
1,18,307,117,2,1,3,5,2,1,1,1,1,1,1,0,41326,3764,0,10.0,42
1,2,307,0,1,1,7,0,1,1,2,2,2,1,1,0,41330,2760,0,2.0,38
1,7,307,0,1,1,7,0,2,1,1,1,1,1,1,110,41326,4640,0,2.0,35
2,1,265,0,1,1,7,0,2,2,2,1,2,1,1,50,41326,1530,0,5.0,130
1,12,307,0,2,2,7,0,2,1,1,1,1,1,1,0,41326,2249,0,1.0,32
2,6,266,285,1,1,0,0,2,2,2,2,2,1,1,0,41326,4234,0,3.0,70
2,6,265,0,3,1,4,7,2,2,2,2,1,1,3,0,41326,1329,0,2.0,105
2,4,264,0,2,1,4,7,3,3,1,1,2,1,1,0,41326,2753,0,4.0,14
1,12,307,119,3,2,5,7,2,2,1,1,1,1,2,0,41330,1752,0,4.0,12
1,5,307,0,2,2,4,7,2,1,1,1,1,1,1,0,41330,1877,1,11.0,97
2,3,266,0,2,1,2,4,2,1,2,2,2,1,2,0,41326,1293,0,3.0,23
1,3,307,0,2,1,2,7,2,2,1,1,2,1,1,0,41326,3064,0,9.0,39
2,2,265,0,3,4,7,0,1,2,2,2,2,1,5,0,41326,3204,0,2.0,31
1,5,307,213,2,1,2,0,2,3,1,1,1,1,1,0,41326,5451,0,5.0,90
1,24,179,0,2,5,0,0,1,2,1,1,1,1,1,0,41326,919,0,3.0,120
1,2,26,307,2,1,2,0,4,1,1,1,2,1,1,0,41326,5451,0,3.0,27
1,2,307,0,2,2,0,0,1,1,1,1,2,1,1,0,41326,1546,0,0.0,30
