Type,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,VideoAmt,PhotoAmt,description_wordcount,age_category
2,12,292,0,1,1,6,7,2,2,3,3,3,1,1,0,41401,0,0.0,1,2.0
1,3,307,307,1,2,7,0,2,2,2,1,2,1,2,0,41326,0,4.0,82,0.0
2,4,266,0,2,1,5,6,1,1,2,2,2,1,2,0,41401,0,4.0,21,0.0
2,2,266,0,3,1,2,0,2,1,2,2,2,1,3,0,41401,0,4.0,128,0.0
2,1,303,306,2,2,4,5,2,2,2,2,2,1,2,0,41326,1,5.0,31,0.0
2,2,243,265,3,1,4,7,2,2,2,2,2,1,5,0,41326,0,3.0,23,0.0
1,2,307,0,2,2,7,0,2,1,3,3,3,1,1,0,41326,0,4.0,105,0.0
2,2,266,265,1,1,2,0,1,2,2,2,2,1,1,0,41326,0,3.0,13,0.0
2,2,266,247,1,2,6,0,1,1,2,2,2,1,1,0,41336,0,2.0,50,0.0
2,3,266,0,2,5,0,0,1,1,2,1,2,1,1,0,41401,0,1.0,75,0.0
1,36,218,307,2,1,6,7,1,3,1,1,1,1,1,0,41326,0,2.0,59,1.0
1,18,70,307,2,2,3,7,2,2,1,1,2,2,1,150,41330,0,1.0,88,1.0
2,1,266,0,2,1,2,5,2,1,1,1,3,1,1,0,41327,0,1.0,53,0.0
1,48,307,0,1,3,7,0,2,2,1,1,1,1,1,0,41325,0,3.0,111,1.0
1,60,195,0,2,1,0,0,1,1,3,3,3,1,1,25,41326,0,2.0,99,1.0
2,36,265,0,2,6,0,0,2,2,1,1,1,1,1,0,41330,1,2.0,36,1.0
2,2,265,266,3,1,2,7,1,2,2,2,2,1,4,0,41401,0,6.0,334,0.0
2,5,265,0,1,2,6,7,2,2,1,1,2,1,1,0,41401,0,1.0,11,0.0
2,4,266,0,2,6,7,0,2,1,2,1,2,1,1,0,41327,0,4.0,40,0.0
2,72,285,264,2,7,0,0,2,2,1,1,1,1,1,0,41327,0,1.0,36,1.0
2,8,285,292,1,5,7,0,2,3,1,1,1,1,1,0,41401,0,1.0,101,2.0
2,2,266,0,3,1,3,6,2,1,2,2,2,1,2,0,41326,0,5.0,22,0.0
2,9,285,265,1,1,6,7,3,3,1,1,1,1,1,0,41326,0,3.0,38,2.0
1,60,190,0,2,2,7,0,3,2,3,3,3,2,1,0,41326,0,2.0,125,1.0
2,3,276,285,2,1,2,0,1,1,2,2,2,1,1,0,41330,0,5.0,76,0.0
1,3,195,218,2,1,0,0,2,2,2,2,2,1,1,90,41324,0,1.0,77,0.0
2,8,266,0,2,2,5,0,2,2,1,1,1,1,1,0,41327,1,7.0,72,2.0
2,1,283,0,3,2,6,7,2,1,2,1,2,1,4,0,41326,0,15.0,115,0.0
1,17,307,0,2,1,2,5,3,1,1,1,1,1,2,0,41401,0,3.0,28,1.0
2,3,285,300,2,1,3,0,1,3,3,3,3,1,1,0,41326,0,1.0,34,0.0
1,9,307,0,1,2,7,0,2,1,1,1,1,1,1,0,41326,0,4.0,41,2.0
1,12,75,20,1,1,2,0,1,2,1,1,3,1,2,0,41326,0,2.0,59,2.0
1,12,179,0,1,2,0,0,1,1,1,1,2,1,1,0,41401,0,2.0,35,2.0
1,1,307,0,3,1,2,0,2,1,2,2,2,1,5,0,41326,0,4.0,17,0.0
1,2,307,0,1,5,0,0,1,2,1,1,3,1,1,0,41326,0,1.0,93,0.0
1,1,307,0,3,7,0,0,2,1,2,1,2,1,11,0,41401,0,9.0,217,0.0
2,3,266,0,2,6,7,0,2,2,2,1,1,1,1,0,41327,0,5.0,47,0.0
2,5,266,0,1,3,5,7,2,1,3,3,3,1,1,0,41326,0,2.0,91,0.0
1,1,307,0,2,1,7,0,2,1,1,1,1,1,1,0,41326,0,1.0,50,0.0
1,7,307,0,1,2,7,0,2,1,1,1,1,1,1,70,41325,0,3.0,57,2.0
1,5,307,0,2,1,7,0,2,3,1,2,2,1,1,0,41401,0,1.0,4,0.0
1,48,307,0,1,2,7,0,2,2,3,3,1,1,1,0,41401,0,1.0,38,1.0
1,12,18,189,2,1,2,7,2,2,3,1,3,1,1,0,41336,0,3.0,240,2.0
2,1,266,266,3,1,7,0,2,1,1,1,2,1,2,1,41401,0,3.0,57,0.0
1,4,307,0,2,1,0,0,1,2,1,1,1,1,1,0,41326,0,2.0,36,0.0
1,38,213,307,2,1,0,0,1,3,1,1,1,1,1,150,41326,0,3.0,20,1.0
2,6,266,0,2,4,5,7,2,2,1,1,1,1,1,0,41327,0,1.0,56,0.0
1,1,307,307,3,2,5,7,2,2,2,1,2,1,4,0,41332,0,10.0,26,0.0
1,1,307,0,1,1,7,0,2,1,2,2,1,1,1,0,41326,0,5.0,41,0.0
1,48,147,0,2,7,0,0,1,1,3,3,2,1,1,0,41401,0,1.0,27,1.0
1,52,141,307,2,1,0,0,2,1,1,1,1,1,1,150,41326,0,3.0,20,1.0
1,4,307,0,3,2,0,0,2,2,2,2,2,2,5,0,41326,0,5.0,184,0.0
1,36,307,0,2,1,7,0,3,1,1,1,1,1,1,0,41325,0,3.0,43,1.0
1,2,307,307,2,5,0,0,2,1,2,2,2,1,1,0,41327,0,4.0,190,0.0
2,2,266,0,2,1,2,7,1,1,1,1,2,1,1,0,41401,0,4.0,10,0.0
1,1,307,307,2,1,7,0,2,2,1,1,2,1,1,50,41330,0,3.0,48,0.0
1,1,307,0,1,7,0,0,2,2,2,2,3,1,8,0,41326,0,2.0,9,0.0
1,4,188,307,2,1,2,4,2,1,1,1,3,1,1,0,41401,0,3.0,8,0.0
1,2,307,307,3,1,0,0,2,1,2,1,2,1,2,0,41401,0,6.0,11,0.0
1,4,141,307,2,5,7,0,2,2,1,1,1,1,1,0,41326,0,4.0,32,0.0
1,2,307,0,2,1,2,0,1,2,1,1,2,1,1,0,41330,0,2.0,12,0.0
2,24,263,0,1,1,4,7,2,1,1,1,1,1,3,0,41401,0,1.0,57,1.0
2,4,266,266,1,1,6,7,2,1,2,1,1,1,2,30,41326,0,2.0,23,0.0
2,12,266,0,1,1,2,6,1,1,3,3,3,1,1,0,41401,0,4.0,40,2.0
2,2,292,266,3,7,0,0,1,2,2,2,2,1,2,0,41324,0,6.0,78,0.0
2,48,299,0,2,1,3,7,2,2,1,1,1,1,1,0,41327,0,1.0,109,1.0
1,72,307,0,1,1,2,0,2,1,1,1,1,2,1,0,41326,0,4.0,114,1.0
2,6,265,0,3,1,4,7,2,2,2,2,1,1,3,0,41326,0,2.0,105,0.0
1,7,307,0,2,1,2,0,2,1,1,1,2,1,1,250,41327,0,1.0,1,2.0
1,2,307,0,2,2,0,0,2,2,2,2,2,1,1,0,41326,0,4.0,12,0.0
1,9,307,0,2,1,2,0,2,2,1,1,1,1,1,500,41332,0,5.0,22,2.0
1,3,307,0,2,1,2,5,2,1,3,3,3,1,1,0,41326,0,5.0,24,0.0
2,6,264,0,2,5,7,0,3,3,2,1,2,1,1,0,41326,0,1.0,13,0.0
1,10,307,0,2,2,7,0,2,2,1,1,1,1,1,0,41326,0,2.0,34,2.0
2,18,285,0,1,3,0,0,2,3,1,1,1,1,1,200,41401,0,7.0,130,1.0
2,24,266,0,2,1,7,0,2,1,1,1,1,1,1,0,41336,0,1.0,25,1.0
1,2,307,0,3,1,2,7,2,2,1,1,3,1,3,10,41326,3,4.0,22,0.0
1,3,307,188,2,3,4,0,3,1,2,1,2,1,1,150,41326,0,9.0,70,0.0
2,2,266,0,2,1,3,7,1,1,1,1,2,1,1,0,41401,0,4.0,4,0.0
2,2,266,0,2,3,0,0,2,2,2,2,2,1,1,0,41401,0,1.0,23,0.0
1,2,307,0,2,2,5,0,2,1,1,1,2,1,1,0,41332,0,7.0,121,0.0
1,2,307,0,1,1,2,7,2,2,3,3,3,1,1,0,41332,0,3.0,35,0.0
1,1,307,0,1,1,7,0,2,1,2,2,2,1,1,0,41326,0,5.0,10,0.0
2,30,266,0,1,1,7,0,2,1,1,1,1,1,1,30,41326,0,3.0,20,1.0
1,1,307,0,1,2,3,5,2,2,2,2,2,1,1,0,41401,0,1.0,28,0.0
1,5,179,195,1,5,7,0,2,2,1,1,3,1,1,0,41326,0,1.0,8,0.0
1,17,307,0,1,2,5,7,2,1,1,2,2,1,1,0,41327,0,4.0,47,1.0
1,24,60,0,1,2,0,0,1,1,3,3,3,1,1,0,41401,0,1.0,17,1.0
2,2,266,0,1,4,0,0,1,1,2,2,2,1,1,0,41326,0,3.0,229,0.0
2,32,266,0,2,1,6,7,3,1,1,1,1,1,1,0,41326,0,0.0,27,1.0
1,13,307,189,1,1,2,0,2,2,1,1,2,1,1,0,41401,0,2.0,8,1.0
2,2,292,252,1,2,5,7,1,1,2,2,2,1,1,0,41401,0,3.0,51,0.0
1,46,307,200,2,2,7,0,2,2,2,2,2,1,1,0,41336,0,3.0,18,1.0
1,12,307,0,1,2,7,0,2,2,1,1,2,1,1,35,41326,0,2.0,94,2.0
1,8,307,141,2,7,0,0,2,2,1,1,1,1,1,0,41326,0,3.0,9,2.0
1,84,307,0,2,2,0,0,2,1,1,1,1,1,1,0,41325,0,2.0,29,3.0
2,4,264,0,2,6,0,0,3,3,1,1,2,1,1,0,41326,0,4.0,82,0.0
2,2,265,0,1,1,0,0,2,2,2,2,3,1,1,0,41326,0,1.0,59,0.0
1,12,72,307,2,3,0,0,1,1,1,1,1,1,1,70,41325,0,3.0,65,2.0
2,2,266,0,1,6,0,0,2,1,2,2,3,1,1,0,41326,0,1.0,55,0.0
1,2,307,0,1,1,0,0,2,1,2,2,2,1,3,0,41326,0,1.0,10,0.0
2,48,265,0,1,1,7,0,1,2,2,2,1,1,1,0,41327,0,7.0,69,1.0
1,2,307,0,2,1,2,7,2,1,1,1,2,1,1,0,41326,0,4.0,11,0.0
1,5,173,0,1,1,7,0,3,1,3,3,3,1,1,0,41324,0,2.0,65,0.0
1,30,307,307,1,1,2,7,2,1,3,1,2,1,1,0,41326,0,2.0,24,1.0
1,36,307,0,1,1,2,7,1,3,3,3,3,1,1,0,41330,0,1.0,53,1.0
1,1,307,0,2,2,7,0,2,1,2,2,2,1,3,0,41326,0,3.0,57,0.0
2,2,266,0,1,2,7,0,2,1,2,1,2,1,1,0,41326,0,5.0,7,0.0
1,36,307,307,1,2,0,0,1,3,3,3,3,1,1,0,41336,0,2.0,16,1.0
1,54,307,0,3,1,2,5,2,1,3,1,1,1,3,0,41330,0,3.0,62,1.0
2,18,266,0,2,1,7,0,1,1,1,1,1,1,1,60,41326,0,2.0,16,1.0
2,36,266,0,2,5,7,0,1,1,2,2,1,3,1,0,41326,0,2.0,105,1.0
2,1,264,0,1,1,7,0,1,2,2,2,2,1,1,0,41401,0,4.0,79,0.0
1,36,20,0,1,1,2,7,2,1,1,1,2,2,1,0,41326,0,0.0,45,1.0
2,10,292,285,1,5,7,0,3,2,2,2,3,1,1,0,41326,0,3.0,61,2.0
1,4,307,0,2,4,0,0,2,1,3,1,2,1,1,0,41401,0,1.0,45,0.0
2,2,292,252,1,2,5,7,1,1,2,2,2,1,1,0,41401,0,1.0,51,0.0
1,0,307,0,1,2,7,0,2,2,2,2,1,1,1,0,41330,0,1.0,17,0.0
1,36,207,60,1,2,0,0,1,3,1,1,2,1,1,0,41326,0,5.0,23,1.0
2,24,299,266,1,2,0,0,3,1,2,1,2,1,1,0,41326,0,6.0,284,1.0
1,2,307,0,3,5,7,0,2,1,2,2,2,1,5,0,41326,0,4.0,106,0.0
1,2,307,218,2,1,7,0,1,2,1,1,2,2,1,0,41401,0,3.0,7,0.0
1,3,307,307,1,1,2,0,1,2,1,1,2,1,1,0,41326,0,3.0,79,0.0
1,24,94,0,1,2,0,0,3,3,1,1,2,1,1,0,41336,0,1.0,21,1.0
2,0,265,266,2,1,6,7,2,2,2,2,2,1,3,0,41326,0,27.0,15,0.0
2,17,266,0,2,4,7,0,1,1,1,1,1,1,1,60,41326,0,2.0,16,1.0
1,5,307,0,2,1,2,0,3,1,3,1,2,1,1,0,41326,0,0.0,3,0.0
2,24,266,0,3,1,7,0,2,1,1,1,1,1,15,0,41325,0,3.0,47,1.0
2,1,266,0,3,3,7,0,1,1,2,2,2,1,5,0,41326,0,2.0,81,0.0
2,4,264,285,2,7,0,0,2,1,2,2,2,1,6,0,41326,0,1.0,5,0.0
2,3,292,299,1,2,5,7,1,1,1,1,2,1,1,0,41326,0,3.0,38,0.0
2,2,277,283,3,1,2,4,2,1,2,1,1,1,7,0,41330,0,8.0,7,0.0
2,36,241,241,3,3,7,0,2,2,2,3,3,1,4,0,41326,0,2.0,8,1.0
2,1,266,0,1,4,7,0,2,1,2,1,2,1,1,0,41401,0,3.0,41,0.0
1,12,39,307,2,1,7,0,2,2,1,1,1,1,1,0,41332,0,2.0,27,2.0
1,12,307,0,2,2,7,0,2,1,1,1,1,1,1,0,41326,0,3.0,47,2.0
2,1,266,0,1,2,5,0,2,1,1,1,2,1,1,0,41324,0,8.0,122,0.0
2,24,254,0,3,2,3,7,1,1,2,2,2,1,6,0,41401,0,5.0,128,1.0
2,19,264,0,2,1,2,7,1,3,1,1,1,1,1,60,41326,0,2.0,16,1.0
2,12,266,0,3,1,7,0,2,1,1,1,3,1,4,0,41326,0,2.0,28,2.0
1,2,307,0,2,2,0,0,2,1,2,2,2,1,1,0,41326,0,1.0,139,0.0
2,6,266,0,2,1,7,0,1,1,1,1,1,1,1,0,41326,0,1.0,27,0.0
2,60,266,0,1,1,2,7,2,1,1,1,1,1,1,0,41401,0,1.0,93,1.0
2,18,265,0,2,2,3,7,3,2,2,1,1,1,1,0,41326,0,2.0,12,1.0
1,2,307,0,3,1,2,7,2,2,2,2,2,1,2,0,41325,0,2.0,154,0.0
1,11,152,307,1,2,4,0,1,1,3,3,3,1,1,0,41336,0,5.0,120,2.0
2,1,241,0,3,1,7,0,1,1,3,3,3,2,2,0,41327,0,2.0,52,0.0
1,30,307,0,1,1,2,5,2,1,1,1,2,1,1,0,41327,0,1.0,31,1.0
1,11,307,141,1,3,0,0,3,1,1,1,1,1,1,0,41401,0,3.0,92,2.0
1,3,307,0,1,2,0,0,2,2,1,1,1,1,1,0,41326,0,1.0,27,0.0
1,8,307,0,1,1,2,0,2,1,1,1,2,1,1,0,41327,0,1.0,2,2.0
1,96,75,0,1,2,0,0,2,1,3,3,1,1,1,0,41401,0,1.0,74,3.0
1,12,182,0,2,1,2,0,1,1,1,1,1,1,1,500,41326,0,2.0,16,2.0
2,8,266,0,2,1,7,0,1,1,1,1,1,1,1,50,41326,0,3.0,19,2.0
2,1,266,0,2,1,4,0,1,1,2,1,2,1,1,0,41326,0,2.0,83,0.0
1,6,233,218,2,1,2,5,2,1,1,1,2,1,1,0,41326,0,6.0,3,0.0
2,2,243,0,2,1,4,7,1,2,2,2,2,1,1,0,41326,0,9.0,37,0.0
2,2,265,266,1,1,7,0,2,2,2,1,2,1,1,50,41326,0,5.0,106,0.0
2,0,265,292,3,1,4,5,2,2,1,1,1,1,3,0,41325,0,3.0,13,0.0
1,2,307,0,2,2,7,0,2,2,1,1,2,1,1,0,41330,0,1.0,5,0.0
1,84,141,0,3,2,4,5,3,2,1,1,2,1,2,0,41326,0,0.0,137,3.0
2,48,264,266,2,4,7,0,3,3,2,2,2,1,1,0,41326,0,3.0,22,1.0
2,4,265,0,2,1,6,7,2,2,2,2,2,1,5,0,41401,0,3.0,55,0.0
2,2,265,0,3,3,6,7,2,2,2,1,2,1,7,0,41401,0,12.0,136,0.0
1,10,307,0,1,1,4,7,2,1,1,1,1,1,1,0,41330,0,1.0,33,2.0
2,18,265,0,2,2,0,0,2,1,2,2,2,1,1,0,41336,0,3.0,99,1.0
1,1,307,0,3,1,2,7,2,2,2,2,2,1,5,35,41326,0,0.0,7,0.0
1,1,307,307,3,1,2,0,2,1,2,1,2,1,5,0,41327,0,6.0,58,0.0
2,5,266,0,2,1,2,3,1,1,3,3,3,1,1,0,41327,0,1.0,18,0.0
1,2,307,0,3,1,2,7,2,1,2,2,2,1,6,0,41326,0,29.0,46,0.0
1,28,205,0,2,1,7,0,1,2,1,1,1,1,1,300,41326,0,1.0,20,1.0
1,3,307,0,2,2,0,0,2,1,3,1,2,1,1,0,41326,0,1.0,51,0.0
1,2,307,0,1,5,7,0,2,1,1,1,3,1,1,0,41327,0,1.0,38,0.0
1,1,307,0,2,3,0,0,2,1,2,1,2,1,1,0,41326,0,6.0,32,0.0
1,2,307,0,1,2,0,0,2,1,1,1,2,1,1,30,41401,0,1.0,32,0.0
2,6,266,285,1,1,0,0,2,2,2,2,2,1,1,0,41326,0,3.0,70,0.0
1,3,307,0,1,1,7,0,1,1,2,1,2,1,1,0,41326,0,4.0,103,0.0
1,12,307,103,1,1,2,0,2,1,1,1,1,1,1,200,41401,0,15.0,647,2.0
2,1,247,0,3,1,0,0,2,1,2,2,2,1,3,0,41326,0,4.0,46,0.0
2,1,266,0,3,1,7,0,1,2,2,2,2,1,3,0,41401,0,4.0,48,0.0
2,72,266,0,2,1,6,0,2,1,1,1,1,1,1,0,41326,0,4.0,72,1.0
1,84,2,0,1,2,0,0,3,3,1,1,2,1,1,0,41326,0,4.0,12,3.0
2,3,266,0,2,6,7,0,2,1,2,2,2,1,1,0,41326,0,6.0,155,0.0
2,2,265,0,1,4,7,0,2,2,1,1,2,1,1,150,41327,0,1.0,1,0.0
2,7,265,248,2,2,6,7,2,2,1,1,2,1,1,0,41336,0,4.0,48,2.0
1,36,205,0,2,1,2,7,1,1,1,1,2,1,1,0,41401,0,2.0,45,1.0
1,24,307,0,1,4,0,0,2,2,1,1,1,1,1,0,41336,0,2.0,10,1.0
2,2,266,0,2,2,7,0,2,1,2,2,2,2,1,0,41401,0,1.0,19,0.0
1,72,195,0,1,6,0,0,2,1,1,1,2,1,1,0,41401,0,1.0,105,1.0
1,1,307,0,1,1,0,0,3,1,1,1,2,1,1,0,41326,0,1.0,22,0.0
2,84,285,0,2,6,0,0,4,3,1,1,1,1,1,0,41401,0,2.0,169,3.0
1,1,307,0,3,3,5,0,2,1,2,2,2,1,6,0,41326,0,2.0,44,0.0
1,6,307,0,2,1,2,4,2,1,1,1,2,1,1,0,41330,0,2.0,31,0.0
1,2,307,307,2,2,0,0,2,2,1,1,2,1,1,0,41326,0,5.0,2,0.0
2,10,266,0,1,2,7,0,2,1,2,1,1,1,2,100,41401,0,6.0,90,2.0
2,3,266,0,1,2,7,0,2,1,2,1,2,1,1,0,41401,0,8.0,97,0.0
1,11,307,0,1,1,7,0,2,2,1,1,1,1,1,0,41401,0,4.0,209,2.0
2,3,266,0,3,2,7,0,2,1,2,2,2,1,3,0,41326,0,2.0,25,0.0
2,15,266,0,2,5,0,0,2,1,1,1,1,1,1,0,41326,0,1.0,23,1.0
2,4,265,0,2,7,0,0,2,2,2,2,3,1,1,0,41326,0,2.0,2,0.0
2,3,266,0,3,1,6,7,1,1,1,1,2,1,3,0,41401,0,4.0,11,0.0
2,2,288,266,1,2,7,0,1,2,2,2,2,1,1,0,41401,0,3.0,60,0.0
2,2,266,0,1,4,0,0,2,1,2,2,2,1,1,0,41326,0,6.0,71,0.0
2,24,276,0,1,1,6,0,3,3,2,1,2,1,1,150,41326,0,4.0,57,1.0
2,6,292,0,3,5,7,0,2,1,1,1,1,1,4,70,41325,0,3.0,44,0.0
1,1,307,307,2,1,2,0,2,1,2,1,2,1,2,0,41332,0,3.0,4,0.0
2,2,265,0,3,1,4,7,1,2,2,2,2,1,4,0,41326,0,3.0,122,0.0
1,5,75,307,1,1,5,0,2,2,3,3,3,1,1,0,41326,0,2.0,25,0.0
2,4,299,0,1,3,0,0,1,1,1,1,2,1,1,0,41327,0,1.0,39,0.0
1,19,307,0,2,1,7,0,2,1,1,1,1,1,1,50,41326,0,3.0,20,1.0
1,2,307,0,2,5,0,0,2,1,1,1,2,1,1,0,41324,0,1.0,104,0.0
1,5,307,307,1,2,3,0,3,2,1,1,2,1,1,0,41326,0,11.0,79,0.0
1,0,72,0,1,1,7,0,2,2,3,3,3,1,1,0,41401,0,2.0,50,0.0
1,2,307,0,2,2,0,0,1,1,1,1,3,1,1,0,41401,1,4.0,148,0.0
1,27,114,141,2,1,0,0,3,1,3,3,3,1,1,0,41401,0,1.0,36,1.0
1,4,307,0,1,1,7,0,2,2,3,3,3,1,1,0,41326,0,3.0,35,0.0
2,2,266,0,1,1,7,0,2,2,2,2,2,1,1,0,41326,0,1.0,11,0.0
1,48,307,0,2,1,0,0,1,2,3,3,3,1,1,0,41326,0,4.0,7,1.0
2,2,265,0,2,6,7,0,2,2,3,1,2,1,1,0,41326,0,4.0,20,0.0
1,2,179,195,2,2,0,0,1,2,2,1,2,1,1,500,41326,0,0.0,45,0.0
1,1,307,0,3,1,2,7,2,1,2,2,2,1,6,35,41330,0,0.0,55,0.0
2,4,265,0,1,6,7,0,2,2,1,1,2,1,1,0,41326,0,3.0,96,0.0
1,3,307,0,2,3,0,0,2,1,1,1,2,1,1,0,41401,0,1.0,141,0.0
2,1,266,0,3,1,4,7,1,1,3,3,3,1,4,0,41326,0,5.0,38,0.0
1,1,307,0,2,1,2,7,2,2,2,2,2,1,1,0,41401,0,9.0,43,0.0
1,2,307,0,1,5,0,0,1,1,3,1,2,1,1,0,41330,0,4.0,69,0.0
1,12,307,0,1,1,5,0,3,2,3,1,2,1,1,0,41326,0,2.0,22,2.0
2,12,266,0,1,5,0,0,2,1,1,1,1,1,1,0,41327,0,1.0,62,2.0
1,38,213,307,2,5,0,0,2,1,1,1,1,1,1,150,41326,0,3.0,20,1.0
2,12,285,264,2,6,7,0,3,3,3,3,3,1,1,0,41326,0,1.0,9,2.0
1,6,307,0,1,5,0,0,3,2,3,3,3,2,1,0,41401,0,2.0,172,0.0
2,2,266,268,1,1,6,0,1,2,2,1,2,1,1,0,41326,0,5.0,32,0.0
2,4,303,0,2,1,4,5,2,1,2,1,1,1,1,0,41327,0,4.0,43,0.0
1,2,307,0,3,1,2,7,2,1,1,1,2,1,3,0,41327,0,4.0,51,0.0
2,2,266,0,2,3,7,0,2,1,1,1,3,1,1,0,41336,0,4.0,57,0.0
2,6,254,266,1,1,2,7,1,1,1,1,2,1,1,0,41327,0,1.0,15,0.0
1,96,307,0,3,1,2,7,2,2,2,2,2,2,3,0,41326,0,5.0,145,3.0
1,108,202,0,2,1,2,0,2,2,1,1,1,1,1,0,41327,0,0.0,128,3.0
2,7,292,0,1,7,0,0,2,2,2,1,1,1,1,0,41326,0,3.0,12,2.0
1,5,307,201,2,5,0,0,2,2,1,1,1,1,1,0,41330,0,1.0,10,0.0
1,6,195,0,2,1,7,0,1,3,1,1,2,1,1,0,41401,0,1.0,1,0.0
1,60,109,76,1,2,3,7,2,3,3,3,2,1,1,0,41330,0,3.0,101,1.0
2,4,266,0,2,7,0,0,2,1,1,1,2,1,1,0,41327,0,5.0,36,0.0
1,84,307,0,2,5,6,7,2,1,1,1,1,1,1,0,41327,0,4.0,126,3.0
1,36,307,0,1,1,2,7,2,1,1,1,1,1,1,0,41325,0,3.0,40,1.0
2,2,266,0,1,2,5,7,2,1,2,2,2,1,1,20,41327,0,3.0,46,0.0
1,1,307,0,2,1,2,0,2,1,1,1,2,1,1,0,41330,0,4.0,16,0.0
1,2,141,307,1,2,5,0,2,1,1,1,2,1,1,0,41332,0,4.0,171,0.0
2,4,265,0,3,1,4,7,2,2,2,1,2,1,4,0,41326,0,8.0,37,0.0
2,2,306,265,3,1,2,3,1,1,2,1,2,1,4,0,41326,0,4.0,4,0.0
1,1,307,307,3,2,7,0,2,1,2,2,3,1,2,0,41326,0,6.0,29,0.0
1,3,307,307,2,2,5,0,2,1,1,1,2,1,2,0,41401,0,4.0,53,0.0
2,12,266,0,1,6,0,0,2,1,1,1,1,1,1,0,41401,0,4.0,34,2.0
1,2,307,0,2,1,2,7,2,1,2,2,2,1,5,0,41327,0,9.0,148,0.0
1,2,307,0,2,1,2,0,2,1,2,1,2,1,1,0,41326,1,5.0,74,0.0
2,8,266,0,1,1,7,0,1,1,2,2,2,1,1,0,41330,0,6.0,107,2.0
1,4,307,0,2,2,5,0,2,1,1,1,1,1,1,50,41401,0,4.0,27,0.0
2,1,265,264,3,3,6,0,1,2,2,2,2,1,3,0,41326,0,3.0,33,0.0
1,10,307,0,2,2,0,0,2,2,1,1,1,1,1,0,41326,0,2.0,36,2.0
1,36,307,0,2,2,0,0,2,2,1,1,1,1,1,0,41330,0,4.0,14,1.0
2,5,266,0,2,6,0,0,2,1,2,1,2,1,1,0,41327,0,5.0,35,0.0
1,72,307,0,1,5,7,0,2,2,1,1,2,1,1,0,41327,0,2.0,40,1.0
2,2,265,285,2,1,5,6,2,2,2,2,2,1,1,50,41332,0,1.0,3,0.0
1,4,307,0,2,2,0,0,2,1,1,1,3,1,1,0,41327,0,1.0,40,0.0
2,4,265,0,1,4,7,0,2,2,2,2,2,1,1,50,41326,0,3.0,56,0.0
1,26,98,210,2,7,0,0,1,1,1,1,2,1,1,0,41332,0,1.0,39,1.0
2,2,266,0,2,1,0,0,2,1,2,2,2,1,1,0,41401,0,1.0,11,0.0
1,4,307,0,2,1,2,5,2,1,2,2,2,1,1,0,41327,0,2.0,36,0.0
1,2,307,0,1,1,0,0,2,1,2,2,2,1,1,0,41326,0,2.0,24,0.0
2,3,303,0,1,1,6,0,2,1,3,3,3,1,1,0,41401,0,2.0,84,0.0
1,2,307,0,2,1,2,0,2,1,2,1,2,1,1,0,41326,0,3.0,37,0.0
1,1,307,0,3,1,2,6,2,2,2,2,3,1,7,0,41326,0,4.0,38,0.0
2,7,266,0,1,1,0,0,1,1,1,1,1,1,1,0,41327,0,1.0,36,2.0
1,2,307,307,1,1,7,0,2,2,2,1,2,1,1,0,41332,0,5.0,19,0.0
2,8,266,0,1,5,0,0,2,1,2,1,1,1,1,0,41401,0,13.0,122,2.0
1,6,195,205,2,1,2,6,2,3,1,1,3,1,1,100,41401,0,1.0,8,0.0
2,3,266,0,2,6,7,0,1,1,3,3,3,1,1,0,41401,0,3.0,18,0.0
1,1,307,0,3,1,2,7,1,2,2,2,2,1,5,0,41401,0,6.0,43,0.0
1,6,307,0,2,1,2,5,2,2,1,1,2,1,1,0,41326,0,5.0,111,0.0
2,6,266,0,2,1,2,7,2,1,1,1,2,1,1,0,41327,0,1.0,21,0.0
1,1,307,0,2,2,0,0,2,1,1,1,2,1,1,0,41401,0,1.0,69,0.0
2,4,266,0,1,1,7,0,1,1,1,1,1,1,1,0,41401,0,1.0,2,0.0
1,4,307,0,1,2,0,0,2,1,1,1,3,1,1,0,41327,0,1.0,39,0.0
1,2,307,0,1,2,0,0,2,1,2,2,2,1,2,0,41326,0,2.0,4,0.0
1,1,213,307,3,1,2,7,2,2,1,1,2,1,2,0,41332,0,10.0,10,0.0
2,4,265,0,2,1,2,0,3,2,2,2,2,1,1,0,41401,0,7.0,6,0.0
2,1,266,0,2,1,6,0,2,1,2,1,2,1,1,0,41401,0,3.0,5,0.0
2,28,266,0,2,6,0,0,2,2,1,2,2,1,1,0,41326,0,1.0,12,1.0
1,3,307,0,3,2,5,7,2,1,1,1,2,1,5,0,41330,0,5.0,70,0.0
2,48,266,0,2,2,5,6,2,1,2,2,1,1,1,0,41326,0,2.0,86,1.0
2,2,266,0,1,2,7,0,2,1,2,2,2,1,1,0,41326,0,1.0,128,0.0
2,4,265,0,2,1,7,0,2,2,1,1,2,1,1,0,41401,0,1.0,8,0.0
1,30,206,109,2,1,3,5,3,3,1,1,1,1,1,0,41401,0,6.0,149,1.0
2,12,285,276,2,1,6,7,2,3,1,1,2,1,1,400,41326,5,18.0,164,2.0
1,2,307,307,2,2,7,0,2,2,1,1,2,1,1,0,41330,0,4.0,27,0.0
