Type,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,RescuerID,VideoAmt,PetID,PhotoAmt,AdoptionSpeed,description_wordcount
1,1,307,0,1,1,2,0,2,1,2,2,2,1,4,0,41326,5720,0,a75bbea18,30.0,4,85
2,12,264,0,2,6,0,0,2,2,3,1,2,2,1,0,41326,4301,0,6774f84e3,2.0,1,52
1,3,307,141,3,1,2,0,2,1,3,3,3,1,3,0,41327,5734,0,60f317698,1.0,3,41
2,2,266,0,3,1,6,7,2,1,2,2,2,1,2,0,41326,6191,0,7b67f6ed6,16.0,2,70
2,6,266,0,2,1,7,0,1,1,1,1,1,1,1,0,41326,1875,0,48965226a,1.0,0,27
1,36,60,0,1,1,2,7,1,1,1,1,2,1,1,450,41327,2163,0,719917454,4.0,2,154
1,3,307,0,2,1,0,0,1,1,2,2,2,1,1,0,41326,308,0,89fd79488,1.0,3,40
1,2,307,0,2,2,5,7,2,2,1,1,2,1,1,100,41326,4560,0,1940b59e7,1.0,2,6
2,36,266,303,2,1,2,7,2,1,1,1,1,1,1,0,41326,2695,0,42e7de7c0,4.0,4,222
1,2,307,0,2,1,2,7,2,2,2,2,2,1,3,0,41326,6797,0,9b71a3c06,6.0,1,72
2,2,266,0,2,1,2,6,2,1,1,1,2,1,2,0,41401,998,0,88f092c58,9.0,3,46
2,1,265,265,2,2,6,0,1,2,2,1,1,1,1,200,41401,3018,0,105456da4,3.0,4,40
1,7,307,307,1,1,2,4,2,1,1,1,3,1,1,0,41336,2028,0,60d72fc85,2.0,4,29
1,48,205,0,2,2,7,0,1,3,1,3,2,1,1,180,41336,293,0,4dcb34e2a,1.0,0,40
1,2,307,0,2,5,0,0,2,1,3,3,2,1,1,0,41326,6980,0,303696f08,3.0,2,27
1,24,182,0,2,1,2,0,1,1,1,1,1,1,1,0,41401,5387,0,ec15875ea,5.0,3,71
1,3,307,0,2,3,0,0,1,1,1,1,2,1,1,0,41326,6575,0,b0d4b988a,1.0,1,176
1,84,26,0,2,1,2,0,3,2,1,1,1,2,1,600,41401,3698,0,1fba9cbc9,4.0,4,564
1,24,307,0,1,1,2,0,3,2,1,1,2,1,1,0,41401,7009,1,ec4ed9fe6,1.0,4,216
2,10,266,0,1,7,0,0,1,1,1,1,1,1,1,0,41326,3101,0,db53b334f,4.0,0,66
1,120,205,0,1,6,7,0,1,2,3,3,3,1,1,0,41326,470,0,4813a0d67,2.0,4,126
1,3,307,0,1,2,5,0,2,1,2,2,2,1,2,0,41326,3423,0,6bf7eec1e,6.0,1,103
1,3,307,307,2,5,0,0,2,2,1,1,2,1,1,0,41332,3837,0,1f85c9142,1.0,0,0
1,1,307,0,2,5,7,0,2,1,2,2,2,1,1,0,41326,6300,0,ecba82fc3,10.0,3,133
2,1,265,0,3,1,6,7,2,2,2,2,2,1,3,0,41326,631,0,cd7ee75c5,6.0,1,55
1,2,307,0,3,1,7,0,2,1,2,1,3,1,2,0,41326,4047,0,a89af346d,5.0,3,69
2,12,266,0,2,2,7,0,2,1,1,1,1,1,1,0,41326,2584,0,4bd7346d6,4.0,1,122
1,24,307,0,1,5,7,0,2,1,1,1,2,1,5,0,41326,977,0,543130f60,1.0,4,56
1,2,307,0,3,1,2,0,2,2,3,3,2,1,3,0,41401,6621,0,5e4c387b2,2.0,2,264
2,24,266,0,2,2,6,7,2,1,2,1,1,1,1,0,41326,3848,0,4eb8be143,4.0,0,215
1,36,205,0,1,2,5,7,1,3,3,3,3,1,1,0,41401,2838,0,2cb770ad7,2.0,3,73
1,12,307,0,1,1,2,7,2,2,3,3,3,1,1,0,41326,1474,0,38f6d8ab9,1.0,2,22
1,9,307,0,2,5,0,0,2,1,2,1,1,1,1,0,41401,1109,0,8538f4aa1,4.0,2,81
1,12,307,0,2,1,2,7,2,1,3,3,1,1,1,0,41326,3472,0,af86d93ba,2.0,4,44
1,3,307,0,2,2,3,0,2,1,1,1,1,1,1,0,41326,5600,0,cec359a78,3.0,4,30
2,6,266,264,1,4,5,0,2,2,3,1,3,1,1,30,41326,3280,0,e47aeed72,5.0,1,12
2,0,266,0,3,6,7,0,1,1,2,2,2,1,4,0,41332,1033,0,3508d0b46,1.0,4,8
1,3,307,0,2,1,2,0,2,1,1,1,2,1,1,0,41326,6980,0,121abd2ba,7.0,2,36
2,1,266,0,3,6,7,0,1,1,2,2,2,1,2,0,41336,5756,0,6a8980074,3.0,3,17
2,1,285,0,2,6,7,0,3,3,2,2,2,1,2,0,41401,558,0,943e9242f,7.0,1,151
2,2,266,0,2,2,4,0,1,1,3,3,3,1,1,0,41326,2865,0,8dada5ac5,1.0,4,7
1,2,307,0,1,1,2,7,2,1,2,2,2,1,1,0,41326,2311,0,b44212a72,5.0,0,83
2,2,266,0,3,1,2,7,2,1,2,2,2,1,3,1,41326,6787,0,b504fc3b5,1.0,1,81
2,3,263,0,1,1,7,0,2,1,1,1,2,1,2,0,41326,3075,0,73d6ab7d7,4.0,2,138
1,2,307,0,2,1,2,0,2,1,1,1,2,1,1,0,41326,6980,0,2fc753430,2.0,2,12
2,3,266,0,3,2,7,0,1,1,2,2,2,1,4,0,41326,5169,0,894ab719d,4.0,0,120
1,3,307,0,1,2,0,0,2,1,2,2,2,1,1,0,41326,2760,0,df880995b,1.0,3,41
1,9,147,0,1,7,0,0,1,2,1,1,2,1,1,0,41326,2066,0,6b21cb9bc,0.0,0,86
1,7,307,75,3,1,5,0,1,1,1,1,2,1,2,400,41326,2396,0,9a8cbb0c8,3.0,4,43
1,4,240,0,1,1,2,3,1,3,1,1,2,1,1,0,41326,3266,0,c8f5f9120,1.0,1,42
1,6,141,307,1,2,0,0,2,1,3,1,1,1,1,8,41326,6181,0,c15d26817,3.0,1,87
2,3,266,266,2,3,4,5,2,2,2,1,2,1,1,0,41401,736,0,ee2d66134,0.0,4,15
1,2,307,0,1,1,4,0,2,1,3,1,3,1,1,0,41326,4820,0,57339fe88,1.0,0,36
2,3,266,0,1,1,6,7,2,1,2,1,2,1,1,0,41326,42,0,ae0535c8c,5.0,2,157
1,1,307,0,1,4,5,7,2,1,2,1,2,1,1,0,41326,2507,0,02d6020a9,2.0,2,17
2,5,266,0,2,3,0,0,2,1,2,2,2,1,1,60,41401,3,0,ac6089da8,2.0,1,13
1,4,307,109,1,3,0,0,2,2,1,2,1,1,1,0,41326,1693,0,06666dc09,3.0,4,20
2,3,254,0,2,1,4,7,2,2,2,1,2,1,1,80,41401,6169,0,63f28922e,5.0,1,156
2,4,266,266,1,7,0,0,2,1,1,1,2,1,1,0,41326,4612,0,4836bf864,4.0,2,237
1,2,78,307,2,1,2,0,2,1,1,1,2,1,4,0,41326,6980,0,2455effb8,6.0,3,17
1,1,307,0,3,1,2,7,1,2,2,2,2,1,5,0,41401,4216,0,e321e9619,6.0,0,43
2,4,266,266,3,6,0,0,2,1,2,2,1,1,3,100,41326,3029,0,b2a3434ab,7.0,0,84
1,2,307,0,1,1,0,0,2,2,1,1,2,1,1,0,41326,6980,0,a22499988,5.0,2,18
2,12,307,0,2,1,7,0,2,1,1,1,1,1,1,0,41401,1132,0,7ec261d88,3.0,4,8
2,6,292,265,2,2,5,7,1,2,1,1,2,1,1,0,41326,691,0,5b0f07923,2.0,1,140
1,36,69,0,2,5,0,0,2,1,2,1,3,2,1,0,41327,889,0,fd4bb8e65,1.0,0,42
1,6,307,0,2,1,7,0,2,1,3,3,3,1,1,0,41326,6885,0,f7e4f48af,1.0,0,18
1,2,307,0,1,1,2,0,2,1,3,3,3,1,1,0,41326,6980,0,08dfce1e7,4.0,2,19
1,1,307,0,1,1,2,0,2,1,2,2,2,1,1,0,41401,5677,0,99459c30d,5.0,1,102
2,6,266,292,1,2,7,0,2,1,1,1,1,1,1,160,41326,8,0,3503528f8,3.0,4,9
2,24,243,243,3,2,7,0,2,2,2,1,3,1,4,0,41401,2312,0,8534310cc,4.0,4,50
1,5,307,0,1,1,2,0,2,1,1,1,2,1,1,0,41326,1096,0,b077aa9ee,1.0,4,59
2,2,266,0,2,2,4,5,1,1,2,2,2,1,1,0,41401,3314,0,26c1fc882,5.0,1,167
1,4,307,0,1,1,7,0,2,1,1,1,2,1,1,0,41326,6626,0,8a01ffaa7,1.0,4,57
1,3,307,307,2,1,2,7,2,2,2,1,2,1,1,0,41326,4700,0,73c791c26,3.0,0,37
2,5,306,0,2,1,7,0,2,1,1,1,1,1,1,0,41401,1688,0,6b980291e,3.0,0,87
1,12,182,0,2,1,2,0,1,1,1,1,1,1,1,500,41326,4825,0,fa0224999,2.0,0,16
2,4,266,0,1,7,0,0,2,1,2,1,2,1,1,0,41327,4461,0,f45417319,2.0,0,94
1,28,205,0,2,1,7,0,1,2,1,1,1,1,1,300,41326,2804,0,e50e19813,1.0,0,20
2,2,265,0,2,1,2,5,1,2,2,2,2,1,1,0,41326,3858,0,0dfa8e172,4.0,2,12
1,12,307,0,1,5,0,0,3,1,1,1,1,1,1,0,41326,4974,0,f2716e1e5,2.0,3,35
2,2,266,0,2,6,7,0,2,1,2,1,2,2,1,0,41401,5579,0,26b70a13a,6.0,1,213
2,2,264,265,1,1,2,6,2,2,2,1,2,1,1,50,41326,1969,0,35149528a,8.0,1,149
2,5,265,0,2,4,6,7,1,2,3,3,3,1,1,5,41326,3667,0,28dfa1c39,0.0,4,20
1,4,307,0,2,4,0,0,1,2,2,1,1,1,1,0,41326,3908,0,03e5bf50b,8.0,3,64
2,18,265,0,2,5,6,0,2,2,2,2,1,1,1,0,41326,711,0,d4dae34ba,2.0,0,51
2,16,252,0,2,3,7,0,3,2,1,1,1,1,1,0,41326,627,0,a31d4c0f0,2.0,4,128
2,2,266,0,2,6,0,0,2,1,2,2,2,1,1,0,41326,68,0,89d8b797c,1.0,1,25
1,2,307,0,1,2,0,0,2,2,3,3,3,1,1,1,41332,5645,0,cfae2101c,4.0,4,19
1,48,109,0,1,3,0,0,3,2,1,1,2,1,1,0,41326,3309,0,b5b619667,1.0,0,22
1,2,307,0,2,1,0,0,3,1,1,1,2,1,2,0,41326,2731,1,d2490c888,3.0,4,144
1,2,307,0,1,2,7,0,2,1,1,1,2,1,1,0,41326,6750,0,bed5b657b,2.0,3,50
2,3,285,266,1,1,2,7,2,1,2,1,2,1,3,0,41326,4737,0,ab3d83bd1,5.0,1,25
2,0,266,0,3,2,5,7,2,2,2,2,3,1,3,0,41401,4983,0,8c9d9842b,2.0,3,82
1,9,307,0,2,1,7,0,2,1,1,1,1,1,1,0,41326,1347,0,5792107ef,1.0,4,36
2,6,266,0,2,1,7,0,2,1,1,1,1,1,1,0,41336,5765,0,fd53861f5,4.0,0,37
2,6,289,0,1,6,0,0,2,2,2,1,2,1,1,150,41326,5213,0,92a667671,5.0,2,34
1,4,307,0,2,5,0,0,2,1,1,1,2,1,1,0,41326,901,0,a83683f66,4.0,3,52
2,12,266,0,1,1,7,0,3,1,1,1,1,1,1,0,41401,1349,0,0ac71c2c1,2.0,1,59
2,2,266,0,1,6,0,0,2,1,1,1,2,1,1,50,41401,1688,0,f1fd96f29,5.0,0,98
2,24,266,0,1,4,0,0,3,1,2,2,2,2,1,0,41324,6445,0,370fe2afb,12.0,3,106
1,6,307,0,2,1,2,0,2,1,3,3,3,1,1,0,41326,2804,0,5cecb38b1,4.0,0,8
1,2,307,0,1,1,2,7,2,2,2,2,2,1,1,0,41324,5748,0,5bd1a9042,4.0,0,126
1,4,307,0,3,2,3,7,2,1,1,1,2,1,3,0,41326,5865,0,cad8537e1,1.0,2,31
1,3,103,307,2,1,2,0,2,2,2,1,2,1,1,200,41326,841,0,9ebe2f16c,2.0,2,74
2,6,299,0,1,2,3,5,2,1,2,1,2,1,1,0,41401,6093,0,378059791,5.0,2,61
1,3,3,0,1,2,0,0,2,2,2,1,2,1,4,0,41326,4507,0,0c200f7a6,3.0,4,17
1,18,155,155,1,5,7,0,3,2,2,1,2,1,1,0,41401,4005,0,1a91262f6,3.0,2,67
1,3,307,0,2,1,2,0,2,1,1,1,2,1,1,0,41326,3437,0,ddc2e31c0,3.0,2,27
2,24,265,292,3,1,2,7,2,2,2,1,1,1,20,0,41326,671,0,a848b0e4d,0.0,0,75
1,3,307,128,3,1,2,7,2,1,1,1,2,1,2,200,41326,766,0,1fbf04fab,2.0,4,131
1,14,307,0,2,1,2,0,3,1,1,1,1,1,1,50,41326,2804,0,f4f92a25f,3.0,0,20
2,3,299,292,1,5,6,0,2,1,2,1,2,1,1,0,41401,576,0,448659511,12.0,0,308
2,2,266,0,1,1,0,0,2,1,2,2,2,1,1,0,41326,6191,0,df07fa1b0,7.0,2,99
1,5,39,188,1,1,7,0,2,2,1,1,2,1,1,0,41326,2186,0,80034deb8,2.0,3,52
1,1,307,307,2,1,2,0,2,2,2,1,2,1,1,0,41326,3429,0,d672df50c,5.0,1,19
2,36,265,0,2,1,6,0,2,2,2,2,2,1,1,0,41401,289,0,62dc0532f,3.0,2,63
2,10,299,0,2,3,4,7,3,1,3,3,1,1,1,0,41401,488,0,8aaff4d83,5.0,2,31
2,2,265,0,2,1,7,0,2,2,2,2,2,1,1,0,41332,5717,0,138c79a01,4.0,1,157
2,4,266,0,2,3,4,7,2,1,2,2,2,1,1,0,41401,4051,0,97b2b9935,3.0,3,108
1,2,307,307,3,2,0,0,1,1,2,2,2,1,2,0,41324,3842,0,511ee73a8,2.0,0,17
2,4,266,0,2,5,0,0,1,1,2,2,2,2,1,0,41326,2903,0,72bb30805,1.0,4,40
2,24,265,0,2,7,0,0,2,2,3,3,3,1,1,150,41401,3357,0,15956c89f,2.0,3,65
2,5,266,266,3,4,6,7,2,1,2,2,1,1,3,0,41326,5190,0,3f2785c07,3.0,4,36
1,1,307,0,3,1,5,7,2,1,2,1,2,1,4,0,41401,6007,0,3c97d1670,7.0,2,31
2,6,266,0,1,2,7,0,2,1,1,1,2,1,1,0,41326,354,0,5290a4428,4.0,1,120
1,36,205,179,2,1,2,7,2,3,3,3,3,1,1,0,41326,6078,0,6f8ae496e,3.0,4,10
2,23,265,0,2,1,2,0,2,2,2,3,3,1,1,0,41324,3504,0,9c68827b5,1.0,4,14
1,19,307,109,2,2,0,0,2,2,1,1,1,1,1,0,41326,2577,0,640e0b69b,8.0,2,92
2,3,299,0,3,2,4,7,1,1,2,2,2,2,3,0,41401,4574,0,f18b627ef,9.0,0,96
1,48,69,0,1,2,0,0,2,2,1,1,2,1,1,200,41326,2020,0,9d72113d5,0.0,2,55
1,1,307,0,3,1,2,0,2,1,2,2,2,1,6,0,41327,3603,0,1935fa2e8,3.0,0,37
1,3,307,0,1,2,0,0,2,1,2,1,2,1,2,0,41326,4100,1,0dbb0a012,1.0,4,35
1,24,307,307,3,1,2,0,2,1,2,2,1,1,2,0,41326,174,0,7d7da3838,0.0,2,167
2,3,266,0,2,1,0,0,2,2,2,2,2,1,1,0,41326,5642,0,7af09e92f,1.0,4,37
2,3,266,0,1,5,0,0,1,1,2,1,2,1,1,0,41327,7057,0,4d2dec2f3,4.0,1,27
2,12,266,0,1,1,0,0,1,1,2,2,2,1,1,0,41326,1101,0,f71d5c047,1.0,3,17
1,2,307,0,1,1,2,0,2,1,2,1,2,1,1,0,41326,3250,0,17f0269c3,4.0,0,38
1,2,103,307,2,1,2,0,2,1,2,1,2,1,1,250,41401,1655,0,acfbc9b71,2.0,1,24
2,6,266,0,1,3,0,0,1,1,2,1,1,1,1,0,41326,4076,1,97a3cca4f,0.0,4,7
1,15,307,0,2,1,2,7,2,1,2,1,1,1,1,0,41324,2484,0,7a84326ff,1.0,4,42
2,2,265,0,2,1,6,7,2,2,2,1,2,2,1,0,41326,4755,0,45ea16ef8,3.0,3,96
2,1,266,0,1,4,5,0,1,1,2,1,2,1,1,0,41326,6327,0,d63321570,2.0,3,140
2,24,292,0,2,4,6,7,3,1,1,1,1,1,1,0,41401,2242,0,21579dbcc,2.0,1,7
1,96,307,0,1,1,7,0,2,1,2,2,2,1,1,0,41327,5235,0,bea0802eb,2.0,4,103
1,4,307,0,3,1,2,5,2,2,2,2,2,1,5,0,41401,6762,0,ff361d3b6,3.0,3,61
1,24,307,0,2,7,0,0,3,1,3,3,1,2,1,0,41327,4841,0,4c9f111f1,2.0,4,48
2,3,265,0,3,5,6,7,2,2,2,2,2,1,3,0,41401,1036,0,1380b76cf,5.0,2,56
2,5,265,265,1,2,5,0,2,2,2,2,2,1,2,50,41326,999,0,8af853d49,2.0,0,6
2,1,266,0,2,2,3,4,1,1,2,1,2,1,1,0,41326,2960,0,d2da8b626,7.0,0,9
1,1,307,307,1,2,0,0,2,1,2,2,1,1,1,0,41326,571,0,de59f42db,2.0,2,13
2,2,266,265,1,1,6,0,2,1,2,3,2,1,1,0,41326,2594,0,7c8053564,8.0,3,63
1,6,307,0,1,2,0,0,2,1,1,1,3,1,1,0,41327,889,0,b6e731b17,1.0,0,37
2,1,299,0,1,5,7,0,1,2,2,2,2,1,1,0,41326,495,0,f9cfe8746,0.0,0,33
1,7,103,103,1,1,4,7,2,2,1,1,1,1,1,0,41401,4641,0,b7ea489ae,5.0,2,108
2,12,306,0,2,1,7,0,2,1,1,1,1,1,1,0,41401,4158,0,fa53dd6cd,2.0,4,43
2,1,266,266,3,1,5,7,2,1,1,1,2,1,2,0,41401,6222,0,810ff9d37,1.0,2,67
1,36,179,0,2,5,0,0,1,3,3,3,2,1,1,0,41326,3178,0,ab22c3350,0.0,1,51
2,2,266,0,2,1,2,7,2,1,2,1,3,1,1,0,41326,659,0,2edfe6ec8,4.0,3,133
1,42,195,0,1,6,7,0,2,2,1,1,1,1,1,0,41324,6894,0,4ce29bb83,2.0,1,114
1,36,119,0,3,1,6,7,3,2,1,1,2,1,2,0,41401,6464,0,ff127e4d3,1.0,2,237
2,1,266,0,1,1,2,0,1,1,3,3,3,2,1,0,41401,2990,0,b558d016b,4.0,2,8
1,4,307,0,1,2,0,0,2,2,1,1,2,1,1,0,41327,889,0,9ebf4102d,1.0,0,2
2,2,266,0,2,2,4,7,2,2,3,3,3,1,1,0,41326,6432,0,df12e4d3b,5.0,1,82
2,1,266,0,3,2,6,0,1,1,2,2,2,1,2,0,41401,2713,0,8b1151deb,2.0,3,87
1,7,307,0,1,2,0,0,1,1,1,2,1,1,4,0,41326,1803,0,92d5ac408,14.0,2,106
2,2,266,266,1,2,7,0,2,2,2,2,2,1,1,0,41326,6671,0,ae58f28bc,1.0,2,20
1,72,26,0,2,2,0,0,2,2,1,1,2,1,1,0,41326,3096,0,9862e5dfe,4.0,4,156
2,13,266,0,2,3,4,0,1,1,1,1,2,1,1,0,41401,2844,0,32e820b4e,3.0,0,3
1,11,307,307,2,2,7,0,2,1,1,3,1,1,2,0,41326,4207,0,12b1bce04,2.0,4,39
2,10,265,0,1,1,7,0,2,2,1,1,2,1,1,0,41326,5545,0,48fd10660,5.0,2,38
2,3,266,0,2,2,5,7,2,1,2,1,3,1,1,0,41326,659,0,9e5344b71,2.0,1,44
2,1,266,0,3,1,3,4,1,1,2,2,2,1,3,50,41401,3,0,062de1f53,5.0,3,111
1,72,179,218,2,6,0,0,2,2,1,1,1,1,1,200,41326,1178,0,e63a7dd84,1.0,4,89
2,6,247,0,2,2,0,0,2,2,3,3,3,1,1,0,41326,270,0,f2b0a2d4d,5.0,0,55
1,5,307,0,2,1,7,0,2,1,1,1,1,1,1,80,41326,2804,0,2956452a9,1.0,0,16
1,24,72,307,2,5,7,0,2,1,1,1,1,1,1,0,41330,2232,0,ebdf19959,4.0,4,73
1,2,307,0,2,1,2,0,2,1,1,1,2,1,1,0,41326,5623,0,bac34e381,4.0,2,23
2,1,254,0,2,1,2,7,1,1,2,2,2,1,1,0,41326,1778,0,16e922149,7.0,4,26
2,2,292,0,2,5,0,0,1,1,2,2,2,1,1,0,41401,1349,0,5cabf5331,3.0,1,74
2,14,266,0,1,3,7,0,2,1,1,1,1,1,2,0,41401,1332,0,8cfba1686,10.0,3,125
2,6,306,0,1,1,7,0,2,2,3,1,3,1,1,0,41401,63,0,a342f6a85,4.0,2,72
2,1,265,0,2,6,7,0,2,2,2,2,2,1,1,0,41326,4485,0,01ecd8b66,3.0,2,47
1,1,307,0,1,1,7,0,2,2,2,2,2,1,1,0,41326,4199,0,f06cf606d,2.0,3,74
2,24,266,292,3,1,5,7,2,1,1,1,1,1,5,0,41326,2538,0,b5757bc3f,8.0,1,106
1,2,307,0,3,1,7,0,2,1,1,1,2,1,2,0,41326,1949,0,e8f7d9542,2.0,3,43
1,1,307,0,1,2,0,0,2,1,2,2,2,1,1,0,41326,3239,0,5264f98c4,0.0,2,56
1,7,307,0,2,2,0,0,2,1,1,1,2,1,2,0,41401,1835,0,828f48390,3.0,4,102
2,4,266,0,1,2,6,0,2,1,2,2,2,1,1,0,41401,5277,0,c538efa0b,5.0,1,27
1,1,307,0,1,1,2,0,2,1,3,1,2,1,1,0,41326,6980,0,d3e488484,2.0,2,17
1,1,307,307,3,1,2,7,2,2,2,2,2,1,10,0,41401,3389,0,91c2edae8,21.0,3,81
2,36,266,0,1,1,7,0,2,1,2,2,1,1,1,0,41326,6456,0,bcd601baa,1.0,4,87
1,2,239,307,1,2,0,0,2,1,3,3,2,1,1,0,41326,6980,0,356d9395d,3.0,2,14
2,2,265,0,2,6,0,0,2,2,1,1,2,1,1,100,41401,5861,0,ace8a42bd,5.0,3,144
2,6,266,0,2,7,0,0,1,1,1,1,1,1,1,0,41327,889,0,b931b4b37,1.0,0,35
2,2,266,0,1,1,7,0,1,1,2,3,2,1,1,0,41326,4333,0,311479c63,1.0,1,1
2,1,266,0,2,1,7,0,2,1,2,2,2,1,1,0,41401,1814,0,db81bf77c,1.0,4,8
1,2,307,0,2,1,2,7,2,2,2,2,2,1,1,0,41324,5748,0,cdac529a3,4.0,0,124
1,2,307,0,2,1,2,7,2,1,1,1,2,1,1,0,41326,4996,0,5ee37d9f9,4.0,0,11
1,2,307,0,1,1,5,0,2,2,2,1,2,1,1,0,41326,4507,0,d09a7dda3,6.0,2,51
2,3,265,0,2,1,3,0,2,2,2,2,2,1,1,0,41326,5914,0,8d17e1738,6.0,0,79
2,3,265,0,2,1,4,7,2,2,2,1,2,1,1,100,41326,245,0,39bff85f9,2.0,2,92
2,147,292,0,2,2,5,0,3,2,1,1,1,1,1,0,41326,6890,0,7b8ea11de,1.0,1,16
2,2,265,0,2,6,7,0,2,2,3,1,2,1,1,0,41326,4759,0,e1643a076,4.0,0,20
2,1,299,266,2,1,2,7,2,2,2,2,2,1,1,0,41326,4457,0,a8271c7e3,2.0,1,220
1,1,307,0,2,2,7,0,2,1,1,1,2,1,1,0,41326,3865,0,8ef276c3b,1.0,3,40
1,3,307,70,2,5,0,0,2,2,1,1,2,1,1,0,41326,4996,0,732c7f56f,3.0,0,37
2,24,266,0,1,2,4,7,3,1,1,1,2,1,1,0,41326,6568,0,a5b1713d3,2.0,1,187
2,8,292,299,2,2,6,0,1,1,3,3,3,1,1,0,41401,202,0,ed5f14fda,2.0,4,23
2,2,266,0,3,1,5,7,3,1,2,2,2,1,8,0,41336,5279,0,454aa9e20,1.0,2,14
1,1,141,307,1,1,2,0,2,1,2,1,2,1,1,0,41327,838,0,4574e3de4,5.0,3,4
2,1,265,0,3,1,7,0,1,2,2,2,2,1,5,0,41401,3272,0,34a6cc7b2,20.0,1,90
1,1,307,0,1,5,0,0,2,2,3,3,2,1,1,0,41326,6980,0,b03b1a110,4.0,3,17
2,18,284,292,2,3,6,7,2,1,2,1,1,1,1,0,41335,3967,0,2483a71c4,3.0,3,180
1,1,307,141,3,3,4,5,2,1,2,2,2,1,5,0,41327,3603,0,1b2bdd583,1.0,0,49
1,30,206,109,2,1,3,5,3,3,1,1,1,1,1,0,41401,6688,0,d83aa1f02,6.0,0,149
2,3,264,0,1,6,7,0,2,3,1,1,2,1,1,0,41401,2997,0,3cc573384,4.0,2,2
2,11,266,299,1,4,7,0,2,1,1,1,1,1,1,0,41326,5858,0,4133ec13c,11.0,3,208
2,5,266,0,2,1,7,0,2,1,2,1,2,1,1,0,41401,1900,0,ec322a0f2,1.0,2,11
1,2,307,0,1,2,3,0,2,1,1,1,2,1,1,0,41401,1871,0,f9751a647,1.0,0,133
1,8,307,0,1,1,2,0,2,1,3,3,2,1,1,0,41401,6627,0,4c04c9cba,2.0,2,95
1,5,307,0,1,5,0,0,2,1,1,1,2,1,1,350,41336,2909,0,65a98c48f,2.0,4,109
2,2,266,0,1,2,7,0,2,1,2,1,2,1,1,0,41326,956,0,422f0f904,5.0,0,7
2,6,266,0,2,4,0,0,2,1,1,1,1,1,1,100,41401,4044,0,9f104904f,4.0,4,49
2,3,266,0,2,2,3,7,2,1,2,1,2,1,7,0,41325,696,0,08fb442fa,18.0,4,143
1,2,307,0,2,1,7,0,2,1,2,2,2,1,1,0,41401,5149,0,fabc9bfec,3.0,2,36
1,12,119,103,1,1,2,0,3,2,3,3,3,1,1,0,41326,4267,0,aac9127c5,1.0,2,15
2,12,265,0,1,7,0,0,2,2,3,3,3,1,1,0,41401,6437,2,a7c7ede79,4.0,1,89
2,8,265,0,2,5,6,7,2,2,3,3,3,1,1,0,41326,3300,0,9a447e958,1.0,4,13
2,1,266,0,2,1,6,0,1,1,2,1,2,1,1,0,41326,250,0,5a0d25864,2.0,2,37
1,60,307,0,2,2,7,0,2,2,1,1,1,1,1,0,41332,371,0,3c0450f2f,4.0,3,261
1,2,307,0,1,2,0,0,2,1,2,2,2,1,1,0,41336,1447,0,6a4a4b403,2.0,1,65
1,15,307,307,2,7,0,0,3,1,1,1,2,1,1,0,41330,1340,0,f1a35a9be,3.0,0,52
1,2,76,307,2,1,2,7,2,1,2,1,2,1,1,0,41401,5387,0,2e4eb9198,7.0,2,4
2,5,266,0,3,4,5,7,1,1,2,2,2,1,4,0,41401,6284,0,a86cf6b79,1.0,4,116
2,31,254,265,2,1,3,7,2,2,1,1,2,1,2,0,41326,6875,0,6aaf058b6,23.0,3,553
2,4,266,0,1,1,7,0,2,1,2,1,2,1,2,0,41335,5365,0,5ff169a48,1.0,1,72
2,16,266,0,1,1,7,0,2,1,1,1,1,1,2,500,41401,3557,0,0fcc3cefe,3.0,4,111
1,2,141,20,2,2,0,0,1,1,1,1,2,1,1,0,41326,3928,0,a64d70c84,0.0,2,15
2,1,266,0,3,1,2,7,2,1,2,2,2,1,4,0,41401,6621,0,d3f0d22a7,13.0,2,24
2,2,243,247,3,1,2,7,2,1,2,2,2,1,5,0,41326,1649,0,d41f2a466,8.0,0,90
2,3,292,0,3,1,2,7,1,2,2,2,2,1,4,50,41326,4697,0,3faf2b4d4,1.0,3,27
2,2,266,266,1,2,5,7,1,1,3,1,2,1,1,0,41401,5387,0,a97a37056,1.0,2,21
1,2,307,172,2,1,2,0,2,2,1,1,2,1,1,0,41330,2488,0,a059a19d9,5.0,0,6
1,8,189,0,2,1,7,0,2,1,1,1,1,1,1,500,41326,2745,0,3b923cef0,1.0,3,145
1,24,307,128,2,2,7,0,2,2,1,1,1,1,1,50,41326,226,0,7a7277559,1.0,4,245
2,0,266,0,3,1,2,7,1,1,3,3,3,1,3,0,41326,1462,0,c6da0beba,3.0,0,37
1,4,307,0,1,5,0,0,2,1,1,1,2,1,1,150,41401,4110,0,f99149151,13.0,2,46
2,6,264,276,1,2,4,5,2,3,3,3,2,1,1,150,41326,6365,0,603dbe569,1.0,1,161
2,12,266,0,1,4,0,0,2,1,1,1,3,1,1,0,41326,2847,0,bfcbca117,5.0,3,27
1,2,307,0,2,6,7,0,1,1,2,1,3,1,1,0,41326,2104,0,f29dc8be2,1.0,3,63
1,3,307,0,1,1,2,0,2,1,1,1,2,1,1,0,41332,3102,0,cf357f057,7.0,4,44
